timestamp,fps,cpu_usage,gpu_usage,frame_time_ms,process_time,physics_time,memory_mb,object_count,node_count,draw_calls,latency_ms,player_count
55423,487.1,20.19,-1.00,2.05,-1.0000,-1.0000,469.35,12033,113,-1,0.0,2
55675,493.6,14.03,-1.00,2.03,-1.0000,-1.0000,469.41,12033,113,-1,0.0,2
55925,530.2,19.16,-1.00,1.89,-1.0000,-1.0000,469.47,12045,115,-1,0.0,2
56176,477.7,14.00,-1.00,2.09,-1.0000,-1.0000,469.53,12045,115,-1,0.0,2
56427,518.0,16.10,-1.00,1.93,-1.0000,-1.0000,469.61,12045,115,-1,0.0,2
56678,551.5,14.51,-1.00,1.81,-1.0000,-1.0000,469.65,12045,115,-1,0.0,2
56929,539.0,12.48,-1.00,1.86,-1.0000,-1.0000,469.65,12045,115,-1,0.0,2
57180,445.7,18.63,-1.00,2.24,-1.0000,-1.0000,469.71,12045,115,-1,0.0,2
57431,459.8,17.66,-1.00,2.18,-1.0000,-1.0000,469.77,12045,115,-1,0.0,2
57681,432.2,13.00,-1.00,2.31,-1.0000,-1.0000,469.83,12045,115,-1,0.0,2
57932,530.1,18.68,-1.00,1.89,-1.0000,-1.0000,469.89,12045,115,-1,0.0,2
58183,572.6,18.74,-1.00,1.75,-1.0000,-1.0000,469.96,12045,115,-1,0.0,2
58434,562.0,12.94,-1.00,1.78,-1.0000,-1.0000,470.00,12045,115,-1,0.0,2
58685,473.1,17.16,-1.00,2.11,-1.0000,-1.0000,470.06,12045,115,-1,0.0,2
58935,517.0,16.08,-1.00,1.93,-1.0000,-1.0000,470.11,12045,115,-1,0.0,2
59186,518.0,16.09,-1.00,1.93,-1.0000,-1.0000,470.17,12045,115,-1,0.0,2
59438,439.7,17.70,-1.00,2.27,-1.0000,-1.0000,470.22,12045,115,-1,0.0,2
59689,484.7,14.95,-1.00,2.06,-1.0000,-1.0000,470.28,12045,115,-1,0.0,2
59941,465.5,13.44,-1.00,2.15,-1.0000,-1.0000,470.35,12045,115,-1,0.0,2
60192,508.9,19.69,-1.00,1.97,-1.0000,-1.0000,470.41,12045,115,-1,0.0,2
60443,529.8,15.03,-1.00,1.89,-1.0000,-1.0000,470.47,12045,115,-1,0.0,2
60693,502.3,15.13,-1.00,1.99,-1.0000,-1.0000,470.53,12045,115,-1,0.0,2
60945,497.4,14.00,-1.00,2.01,-1.0000,-1.0000,470.61,12055,117,-1,0.0,2
61195,550.0,15.10,-1.00,1.82,-1.0000,-1.0000,470.67,12055,117,-1,0.0,2
61445,533.7,15.03,-1.00,1.87,-1.0000,-1.0000,470.72,12055,117,-1,0.0,2
61696,566.7,16.59,-1.00,1.76,-1.0000,-1.0000,470.78,12055,117,-1,0.0,2
61947,492.1,19.32,-1.00,2.03,-1.0000,-1.0000,470.83,12055,117,-1,0.0,2
62199,497.5,14.99,-1.00,2.01,-1.0000,-1.0000,470.89,12055,117,-1,0.0,2
62449,528.0,15.01,-1.00,1.89,-1.0000,-1.0000,470.95,12055,117,-1,0.0,2
62700,501.4,16.20,-1.00,1.99,-1.0000,-1.0000,471.01,12055,117,-1,0.0,2
62951,450.7,12.90,-1.00,2.22,-1.0000,-1.0000,471.07,12055,117,-1,0.0,2
63202,457.0,12.95,-1.00,2.19,-1.0000,-1.0000,471.13,12055,117,-1,0.0,2
63452,502.8,15.10,-1.00,1.99,-1.0000,-1.0000,471.19,12055,117,-1,0.0,2
63704,417.3,13.98,-1.00,2.40,-1.0000,-1.0000,471.25,12055,117,-1,0.0,2
63954,483.3,15.60,-1.00,2.07,-1.0000,-1.0000,471.32,12055,117,-1,0.0,2
64206,501.6,13.95,-1.00,1.99,-1.0000,-1.0000,471.37,12055,117,-1,0.0,2
64458,502.0,12.95,-1.00,1.99,-1.0000,-1.0000,471.43,12055,117,-1,0.0,2
64709,520.6,17.63,-1.00,1.92,-1.0000,-1.0000,471.49,12055,117,-1,0.0,2
64960,557.4,13.96,-1.00,1.79,-1.0000,-1.0000,471.55,12055,117,-1,0.0,2
65212,493.7,15.00,-1.00,2.03,-1.0000,-1.0000,471.61,12055,117,-1,0.0,2
65462,558.4,15.17,-1.00,1.79,-1.0000,-1.0000,471.66,12055,117,-1,0.0,2
65713,458.0,14.43,-1.00,2.18,-1.0000,-1.0000,471.72,12055,117,-1,0.0,2
65965,344.2,19.17,-1.00,2.91,-1.0000,-1.0000,471.80,12067,119,-1,0.0,2
66217,450.5,18.62,-1.00,2.22,-1.0000,-1.0000,471.84,12067,119,-1,0.0,2
66467,461.8,17.23,-1.00,2.17,-1.0000,-1.0000,471.90,12067,119,-1,0.0,2
66717,487.4,14.56,-1.00,2.05,-1.0000,-1.0000,471.95,12067,119,-1,0.0,2
66968,491.7,15.01,-1.00,2.03,-1.0000,-1.0000,469.16,12067,119,-1,0.0,2
67220,416.5,16.09,-1.00,2.40,-1.0000,-1.0000,469.22,12067,119,-1,0.0,2
67470,464.1,13.99,-1.00,2.15,-1.0000,-1.0000,469.27,12067,119,-1,0.0,2
67721,389.8,10.94,-1.00,2.57,-1.0000,-1.0000,469.33,12067,119,-1,0.0,2
67972,442.0,10.34,-1.00,2.26,-1.0000,-1.0000,469.39,12067,119,-1,0.0,2
68222,411.6,12.51,-1.00,2.43,-1.0000,-1.0000,469.44,12067,119,-1,0.0,2
68473,474.1,16.59,-1.00,2.11,-1.0000,-1.0000,469.49,12067,119,-1,0.0,2
68723,475.6,21.81,-1.00,2.10,-1.0000,-1.0000,469.55,12067,119,-1,0.0,2
68974,523.8,14.01,-1.00,1.91,-1.0000,-1.0000,469.60,12067,119,-1,0.0,2
69226,550.4,15.62,-1.00,1.82,-1.0000,-1.0000,469.65,12067,119,-1,0.0,2
69478,395.9,16.94,-1.00,2.53,-1.0000,-1.0000,469.70,12067,119,-1,0.0,2
69729,541.4,17.13,-1.00,1.85,-1.0000,-1.0000,469.76,12067,119,-1,0.0,2
69979,426.1,11.48,-1.00,2.35,-1.0000,-1.0000,469.82,12079,122,-1,0.0,2
70230,561.6,14.50,-1.00,1.78,-1.0000,-1.0000,469.87,12079,122,-1,0.0,2
70481,501.4,15.56,-1.00,1.99,-1.0000,-1.0000,469.93,12079,122,-1,0.0,2
70731,476.7,14.09,-1.00,2.10,-1.0000,-1.0000,469.98,12079,122,-1,0.0,2
70982,487.1,17.11,-1.00,2.05,-1.0000,-1.0000,470.03,12079,122,-1,0.0,2
71233,594.9,17.14,-1.00,1.68,-1.0000,-1.0000,470.08,12079,122,-1,0.0,2
71483,554.4,14.52,-1.00,1.80,-1.0000,-1.0000,470.14,12079,122,-1,0.0,2
71735,458.6,14.50,-1.00,2.18,-1.0000,-1.0000,470.19,12079,122,-1,0.0,2
71986,404.4,16.63,-1.00,2.47,-1.0000,-1.0000,470.25,12079,122,-1,0.0,2
72237,419.4,16.06,-1.00,2.38,-1.0000,-1.0000,470.30,12079,122,-1,0.0,2
72487,420.6,14.56,-1.00,2.38,-1.0000,-1.0000,470.35,12079,122,-1,0.0,2
72737,461.0,13.60,-1.00,2.17,-1.0000,-1.0000,470.40,12079,122,-1,0.0,2
72987,470.9,15.58,-1.00,2.12,-1.0000,-1.0000,470.46,12079,122,-1,0.0,2
73239,566.2,13.47,-1.00,1.77,-1.0000,-1.0000,470.51,12079,122,-1,0.0,2
73489,464.8,19.18,-1.00,2.15,-1.0000,-1.0000,470.56,12079,122,-1,0.0,2
73740,481.9,15.58,-1.00,2.08,-1.0000,-1.0000,470.62,12079,122,-1,0.0,2
73992,478.5,18.60,-1.00,2.09,-1.0000,-1.0000,470.67,12079,122,-1,0.0,2
74243,470.1,10.90,-1.00,2.13,-1.0000,-1.0000,470.73,12079,122,-1,0.0,2
74493,486.1,16.66,-1.00,2.06,-1.0000,-1.0000,470.78,12079,122,-1,0.0,2
74744,372.2,16.12,-1.00,2.69,-1.0000,-1.0000,470.85,12079,122,-1,0.0,2
74994,507.0,12.48,-1.00,1.97,-1.0000,-1.0000,470.89,12079,122,-1,0.0,2
75245,451.4,11.93,-1.00,2.22,-1.0000,-1.0000,470.95,12079,122,-1,0.0,2
75496,495.2,7.79,-1.00,2.02,-1.0000,-1.0000,470.98,12079,122,-1,0.0,2
75747,417.8,15.53,-1.00,2.39,-1.0000,-1.0000,471.03,12079,122,-1,0.0,2
75997,497.4,18.27,-1.00,2.01,-1.0000,-1.0000,471.11,12091,124,-1,0.0,2
76248,476.5,14.01,-1.00,2.10,-1.0000,-1.0000,471.15,12091,124,-1,0.0,2
76498,538.8,16.11,-1.00,1.86,-1.0000,-1.0000,471.21,12091,124,-1,0.0,2
76749,527.0,17.69,-1.00,1.90,-1.0000,-1.0000,471.27,12091,124,-1,0.0,2
77000,457.8,18.63,-1.00,2.18,-1.0000,-1.0000,471.33,12091,124,-1,0.0,2
77251,495.5,16.59,-1.00,2.02,-1.0000,-1.0000,471.39,12091,124,-1,0.0,2
77502,583.5,15.62,-1.00,1.71,-1.0000,-1.0000,471.45,12091,124,-1,0.0,2
77752,476.6,12.48,-1.00,2.10,-1.0000,-1.0000,471.51,12091,124,-1,0.0,2
78003,560.1,15.06,-1.00,1.79,-1.0000,-1.0000,471.57,12091,124,-1,0.0,2
78254,598.5,11.38,-1.00,1.67,-1.0000,-1.0000,471.64,12091,124,-1,0.0,2
78504,563.3,15.61,-1.00,1.78,-1.0000,-1.0000,471.69,12091,124,-1,0.0,2
78755,448.4,13.48,-1.00,2.23,-1.0000,-1.0000,471.76,12091,124,-1,0.0,2
79006,518.7,22.93,-1.00,1.93,-1.0000,-1.0000,471.80,12091,124,-1,0.0,2
79257,565.9,18.11,-1.00,1.77,-1.0000,-1.0000,471.86,12091,124,-1,0.0,2
79509,555.5,13.93,-1.00,1.80,-1.0000,-1.0000,471.92,12091,124,-1,0.0,2
79761,499.7,20.69,-1.00,2.00,-1.0000,-1.0000,471.98,12091,124,-1,0.0,2
80011,541.7,12.49,-1.00,1.85,-1.0000,-1.0000,469.22,12091,124,-1,0.0,2
80261,571.0,15.11,-1.00,1.75,-1.0000,-1.0000,469.28,12091,124,-1,0.0,2
80511,489.6,16.14,-1.00,2.04,-1.0000,-1.0000,469.34,12091,124,-1,0.0,2
80763,529.1,18.13,-1.00,1.89,-1.0000,-1.0000,469.40,12091,124,-1,0.0,2
81014,422.8,17.12,-1.00,2.37,-1.0000,-1.0000,469.46,12091,124,-1,0.0,2
81264,547.5,11.46,-1.00,1.83,-1.0000,-1.0000,469.52,12091,124,-1,0.0,2
81516,504.1,13.43,-1.00,1.98,-1.0000,-1.0000,469.58,12091,124,-1,0.0,2
81766,581.8,16.64,-1.00,1.72,-1.0000,-1.0000,469.64,12091,124,-1,0.0,2
82018,534.2,20.17,-1.00,1.87,-1.0000,-1.0000,469.69,12091,124,-1,0.0,2
82269,463.5,19.17,-1.00,2.16,-1.0000,-1.0000,469.75,12091,124,-1,0.0,2
82521,485.7,19.13,-1.00,2.06,-1.0000,-1.0000,469.81,12091,124,-1,0.0,2
82772,522.7,22.35,-1.00,1.91,-1.0000,-1.0000,469.87,12091,124,-1,0.0,2
83023,454.1,15.04,-1.00,2.20,-1.0000,-1.0000,469.95,12091,124,-1,0.0,2
83273,510.9,17.65,-1.00,1.96,-1.0000,-1.0000,470.00,12091,124,-1,0.0,2
83525,486.9,15.50,-1.00,2.05,-1.0000,-1.0000,470.06,12091,124,-1,0.0,2
83776,474.8,17.14,-1.00,2.11,-1.0000,-1.0000,470.11,12091,124,-1,0.0,2
84027,593.1,18.75,-1.00,1.69,-1.0000,-1.0000,470.17,12091,124,-1,0.0,2
